Player,Team,Opp,Date,Season,Week,Status,Injury,Specific_Inj,Side
Coty Sensabaugh,PIT,NWE,2017-12-17,2017,15,Questionable,Shoulder,,
Coty Sensabaugh,PIT,HOU,2017-12-25,2017,16,Questionable,Shoulder,,
Coty Sensabaugh,PIT,BAL,2018-11-04,2018,9,Questionable,Toe,,
