Player,Team,Opp,Date,Season,Week,Status,Injury,Specific_Inj,Side
Jayson Stanley,SEA,WAS,2020-12-20,2020,15,Questionable,Shoulder,,
Jayson Stanley,SEA,SFO,2021-01-03,2020,17,Out,Hamstring,,
