Player,Team,Opp,Date,Season,Week,Status,Injury,Specific_Inj,Side
Torrey Smith,SFO,ATL,2016-12-18,2016,15,Injured Reserve,Concussion,,
Torrey Smith,SFO,LAR,2016-12-24,2016,16,Injured Reserve,Concussion,,
Torrey Smith,SFO,SEA,2017-01-01,2016,17,Injured Reserve,Concussion,,
Torrey Smith,PHI,NYG,2017-09-24,2017,3,Questionable,Illness,,
Torrey Smith,CAR,BAL,2018-10-28,2018,8,Out,Knee,,
Torrey Smith,CAR,TAM,2018-11-04,2018,9,Out,Knee,,
Torrey Smith,CAR,PIT,2018-11-08,2018,10,Out,Knee,,
Torrey Smith,CAR,DET,2018-11-18,2018,11,Out,Knee,,
Torrey Smith,CAR,SEA,2018-11-25,2018,12,Questionable,Knee,,
