Player,Team,Opp,Date,Season,Week,Status,Injury,Specific_Inj,Side
Jimmy Moreland,WAS,NYG,2019-12-22,2019,16,Injured Reserve,,,
Jimmy Moreland,WAS,DAL,2019-12-29,2019,17,Injured Reserve,,,
