Player,Team,Opp,Date,Season,Week,Status,Injury,Specific_Inj,Side
Nick Scott,LAR,NYJ,2020-12-20,2020,15,C19,,,
Nick Scott,LAR,SEA,2020-12-27,2020,16,C19,,,
